hscode,hscode_desc,val_01,vol_01,val_02,vol_02,val_03,vol_03,val_04,vol_04,val_05,vol_05,val_06,vol_06,val_07,vol_07,val_08,vol_08,val_09,vol_09,val_10,vol_10,val_11,vol_11,val_12,vol_12,value,volume,share_val,share_weight
303820000,"Rays and saktes, excl.fillets, livers","189,250","122,500","117,588","75,001","61,808","28,130","146,629","72,055","64,115","26,890","80,961","31,500","19,195","12,000","61,299","41,360","94,283","45,095","286,900","118,324","110,344","42,740","127,484","37,880","1,359,856","653,475",0.05,0.1
303840000,"Seabass, excl.fillets, livers and roes,",0,0,0,0,0,0,0,0,"19,005","19,005","2,893","1,999",0,0,0,0,0,0,0,0,0,0,0,0,"21,898","21,004",0,0
303891300,"Bluntnose lizardifish, excl.fillets,","77,000","75,000","398,805","401,361","205,600","195,800","87,051","74,700","46,500","46,500","96,177","87,776",0,0,0,0,"7,261","6,679",0,0,0,0,"171,105","264,942","1,089,499","1,152,758",0.04,0.17
303891400,"Savalai hairtails, excl.fillets, livers","5,401,372","2,832,634","4,253,830","3,076,503","6,897,487","4,262,642","5,766,397","3,550,704","4,671,785","3,266,032","3,326,924","2,626,084","2,632,939","2,092,717","3,640,787","2,737,593","3,633,575","2,666,957","4,532,440","3,085,203","4,444,760","3,319,561","4,252,240","2,726,127","53,454,536","36,242,757",1.84,5.27
303891510,"Indian mackarel, excl.fillets, livers","228,154","128,088","613,923","305,030","238,447","137,720","501,705","256,810","780,967","422,232","2,952,752","1,577,125","2,304,560","1,162,360","2,227,287","1,095,400","781,874","451,680","71,000","74,000","188,776","94,380","188,996","67,310","11,078,441","5,772,135",0.38,0.84
303891520,"Island mackarel, excl.fillets, livers","16,795","12,211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,670","1,113","62,675","27,003","81,140","40,327",0,0.01
303891600,"Torpedo scads,spotted sicklefish&great",0,0,0,0,"30,734","15,079","5,942","8,489","1,491","1,966","24,698","16,945","1,138",711,"17,267","9,163","36,158","27,000","2,506","2,390",0,0,"12,829","7,947","132,763","89,690",0,0.01
303891710,"Silver pomfrets, excl.fillets, livers","831,382","125,632","327,381","207,339","71,253","49,605","188,479","111,541","199,354","117,657","353,770","240,365","57,530","38,327","187,721","100,034","95,342","51,910","201,771","103,209","631,577","432,331","408,621","186,794","3,554,181","1,764,744",0.12,0.26
303891720,"Black pomfrets, excl.fillets, livers and","838,581","450,114","776,047","449,067","819,684","404,504","1,059,694","453,584","1,108,244","559,300","726,255","463,522","288,561","158,662","408,533","189,987","648,352","346,742","696,501","412,854","748,731","312,854","1,117,744","779,106","9,236,927","4,980,296",0.32,0.72
303891800,"Mangrove red snappers, excl.fillets,","923,640","278,334","797,765","218,261","946,961","284,707","1,388,977","434,275","1,636,828","554,601","1,692,975","444,095","1,287,181","339,607","1,730,351","443,825","1,453,633","379,536","1,488,182","391,821","3,115,367","713,927","2,974,941","868,728","19,436,801","5,351,717",0.67,0.78
303891910,"Kerapu(cromilepte altivelis,epinephelus)","165,150","57,453","205,903","73,970","84,921","19,869","380,410","99,928","164,473","67,889","260,918","68,274","185,606","36,957","107,104","42,966","115,417","27,048","90,861","24,833","481,456","106,269","451,756","108,623","2,693,975","734,079",0.09,0.11
303891920,"Marlin, excl.fillets, livers and roes,","61,191","26,369",0,0,"9,927","3,300",368,105,"97,559","78,329",0,0,"25,200","3,150","17,086","4,200",0,0,400,50,0,0,0,0,"211,731","115,503",0.01,0.02
303891930,"Mackarel excl.fillets, livers and roes,","2,384,334","1,338,484","466,131","265,448","1,523,637","659,379","925,280","508,119","2,208,632","1,122,272","731,575","335,804","1,085,384","381,624","1,489,921","706,644","826,997","391,807","872,754","530,627","1,574,589","758,186","1,567,869","827,388","15,657,103","7,825,782",0.54,1.14
303891940,"Indo-pacific sailfish, excl.fillets,",0,0,"41,000","20,000","35,650","23,502",0,0,0,0,"33,045","15,655",0,0,0,0,0,0,0,0,"4,007","1,222",0,0,"113,702","60,379",0,0.01
303891990,"Other marine fish, excl.fillets, livers","2,789,925","1,394,806","2,155,458","1,428,257","2,571,899","1,542,273","2,679,693","1,809,284","2,978,381","1,964,191","2,720,495","1,895,795","1,999,349","1,227,253","2,102,253","1,369,683","2,401,446","1,562,987","2,781,088","1,828,196","4,129,876","2,520,739","3,067,819","1,896,384","32,377,682","20,439,848",1.12,2.97
303892400,"Snakeskin gourami, excl.fillets, livers","2,970",625,3,675,0,0,0,0,0,0,"2,921",590,"4,290",650,0,0,0,0,"2,795",550,0,0,0,0,"12,979","3,090",0,0
303892600,"Indian threadfins, excl.fillets, livers","129,884","97,365","858,351","640,360","612,297","532,183","1,319,769","1,022,130","1,058,134","785,058","848,182","835,148","186,908","201,252","1,009,972","821,490","232,886","228,454","520,871","454,027","527,054","442,481","1,105,841","965,014","8,410,149","7,024,962",0.29,1.02
303892700,"Hilsa shad, excl.fillets, livers and",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,796","20,796","20,796","20,796",0,0
303892800,"Wallago, excl.fillets, livers and roes,",0,0,0,0,0,0,"5,077","2,475","4,219","4,515","2,332","1,190","3,362","1,820",0,0,"4,769","2,450",920,480,"2,771","1,500","1,291",720,"24,741","15,150",0,0
303892900,"Other fish, not marine fish,","2,806,168","1,917,193","3,175,518","2,168,655","4,053,171","3,110,052","6,927,321","4,064,570","5,829,965","3,991,189","6,927,406","4,528,964","2,882,617","1,646,113","3,546,587","2,603,705","5,135,118","3,029,757","6,229,361","3,959,357","5,548,668","3,668,435","4,615,709","2,994,895","57,677,609","37,682,885",1.99,5.48
303901000,"Livers of fish, frozen",0,0,0,0,0,0,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8,0,0
303902000,"Roes of fish, frozen","124,705","6,312",0,0,"184,612","19,141","1,287","1,609","251,169","15,555","11,320","4,698","3,607","1,501","58,568","4,074","32,172","1,130","72,333","2,000","21,831","8,348","177,780","5,520","939,384","69,888",0.03,0.01
304310000,Tilapias fillets (whether or not,0,0,0,0,0,0,"91,979","19,570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"91,979","19,570",0,0
304320090,Other catfish fillets (whether or not,0,0,"149,506","58,311","1,130,798","1,042,909","204,500","200,000","1,470,703","1,464,743","514,268","514,539","1,084,698","985,111","1,266,481","1,146,770","1,185,476","1,048,521","655,259","537,255","252,498","221,562","1,041,070","934,509","8,955,257","8,154,230",0.31,1.19
304390000,"Carp, eels and snakeheads fillets","7,228","1,396","749,132","91,186","22,805","2,247","153,973","19,354","213,804","41,382","196,449","18,880","406,924","45,871","12,447","2,150","276,497","30,469","424,164","44,766","861,341","91,822","107,147","15,102","3,431,911","404,625",0.12,0.06
304440000,Fillets of fish of the families,0,0,0,0,0,0,0,0,"93,673","18,200","89,901","18,210",0,0,"36,975","7,790",0,0,0,0,0,0,0,0,"220,549","44,200",0.01,0.01
304450000,"Swordfish (Xiphias gladius) fillets,","21,650","48,013","22,000","47,406",0,0,"23,550","47,839","25,883","48,425",368,184,"14,900","23,919","157,330","59,417",0,0,"523,199","90,537","31,700","23,862","83,500","48,132","904,080","437,734",0.03,0.06
304490000,"Fillets of other fish, fresh or chilled","309,855","28,664","51,299","6,456","159,594","15,251","89,830","27,566","214,342","19,890","97,430","8,230","177,136","19,334","80,438","12,092","224,243","24,785","132,809","13,294","87,421","11,891","282,389","35,781","1,906,786","223,234",0.07,0.03
304540000,"Swordfish meat (whether or not minced),",0,0,"156,530","35,284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"156,530","35,284",0.01,0.01
304590000,"Other fish meat (whether or not minced),","118,742","19,775",235,10,20,2,0,0,0,0,0,0,"186,896","62,584",129,12,0,0,"86,865","13,481","60,043","11,254","3,470","2,311","456,400","109,429",0.02,0.02
304610000,"Tilapias fillets, frozen","5,973,273","902,389","7,071,549","1,156,047","5,219,645","817,263","6,812,768","1,096,161","5,144,748","939,131","7,442,790","1,192,540","3,990,196","639,535","6,457,944","1,107,520","4,905,820","888,341","7,005,863","1,177,840","5,670,111","981,589","5,632,149","961,625","71,326,856","11,859,981",2.46,1.72
304620090,"Other catfish fillets, frozen","1,535","1,656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,535","1,656",0,0
304690000,"Carp, eels, and snakeheads fillets,","239,249","29,784","142,845","24,577",0,0,"349,865","103,752","109,053","16,952",0,0,"52,511","13,936","239,309","67,370","184,194","36,022","157,183","27,169","95,681","24,436","115,597","35,245","1,685,487","379,243",0.06,0.06
304810090,"Frozen fillets of Pacific, Atlantic and","256,171","36,440","382,894","85,478","350,158","33,793","350,673","54,311","355,986","50,240","465,202","74,157","160,140","23,365","314,824","43,740","721,659","95,653","435,139","101,521","201,340","35,331","560,806","61,676","4,554,992","695,705",0.16,0.1
304820000,Frozen fillets of trout,"83,344","4,800","217,306","13,312",976,60,"144,909","10,395",0,0,"313,186","17,244",0,0,"49,070","2,832","114,657","6,600",0,0,"168,185","9,871",0,0,"1,091,633","65,114",0.04,0.01
304840000,Frozen fillets of swordfish,"776,208","101,348","1,449,318","203,005","2,212,960","425,345","1,728,482","238,192","2,123,940","306,287","1,707,557","317,068","931,228","156,820","857,089","121,710","1,796,969","267,392","699,602","120,501","698,549","89,188","492,832","64,274","15,474,734","2,411,130",0.53,0.35
304870000,"Frozen fillets of tunas, skipjack or","5,197,237","768,431","5,929,839","881,339","7,288,941","1,224,402","7,030,395","971,429","10,241,609","1,393,074","9,596,624","1,358,847","5,014,631","720,851","8,053,953","1,126,450","8,224,570","1,002,571","8,200,950","1,275,229","9,711,401","1,220,071","8,617,120","1,019,651","93,107,270","12,962,345",3.21,1.88
304890000,Frozen fillets of other fish,"4,533,282","1,108,833","5,500,187","1,154,949","7,111,122","1,379,926","6,424,577","1,466,682","6,156,919","1,290,926","8,210,380","1,636,178","2,811,135","735,800","5,055,681","1,100,542","5,263,001","1,040,792","4,641,650","937,453","5,798,973","1,029,652","7,119,383","1,235,793","68,626,290","14,117,526",2.37,2.05
304910000,Swordfish (xiphias gladius) meat,0,0,"50,305","8,905","23,792","4,140","51,700","9,979","127,378","27,748",0,0,"1,520",200,"87,978","17,225",0,0,"84,920","15,805",0,0,0,0,"427,593","84,002",0.01,0.01
304990010,"Meat of tuna loin and skipjack,","3,666,354","565,698","2,900,526","451,739","3,458,077","483,518","3,170,467","492,723","4,596,825","631,520","4,068,286","608,637","5,294,405","726,002","5,296,039","643,368","4,414,925","603,940","4,051,406","566,977","5,962,726","795,970","6,698,111","933,851","53,578,147","7,503,943",1.85,1.09
304990090,"Meat of other fish,","10,344,803","3,522,359","7,320,665","2,952,758","9,242,529","3,741,080","10,515,277","3,539,525","7,705,665","2,871,882","7,536,090","2,714,712","5,811,148","1,352,905","6,319,895","1,815,922","7,961,221","2,979,309","10,661,624","3,749,323","8,643,324","3,438,338","9,239,072","3,335,479","101,301,313","36,013,592",3.49,5.24
305100000,"Flours, meals, and pellats of fish, fit",0,0,0,0,"1,170",100,"1,200",100,0,0,0,0,1,2,"4,500",300,"65,600","80,000",0,0,0,0,0,0,"72,471","80,502",0,0.01
305201000,"Livers & roes of freshwater fish, dried,","4,754",862,"2,193",922,"12,228","12,276","4,549","1,215","12,281","14,107","25,337","38,182","2,031",883,"11,613","12,717","2,997",710,"18,063","15,251","18,779","27,588","14,710","15,287","129,535","140,000",0,0.02
305209000,"Livers&roes of fish, oth than freshwater","1,082,115","426,861","413,338","139,665","683,666","357,805","505,431","203,224","542,020","376,767","749,943","482,532","741,938","258,494","2,517,800","329,060","1,438,998","238,942","1,753,608","377,588","834,403","326,617","1,242,444","232,497","12,505,704","3,750,052",0.43,0.55
305399000,"Fish fillets, dried,salted,but not","17,320","25,000","107,119","50,085",0,0,"112,860","28,975","3,125",323,"56,394","24,873","122,936","14,820","63,380","28,552","20,700","31,013","9,042","14,428","40,987","63,391","27,403","33,278","581,266","314,738",0.02,0.05
305410000,"Pacific salmon, smoked, incl.fillets,",0,0,0,0,0,0,0,0,0,0,0,0,"60,317","4,260",0,0,"15,460","36,380",0,0,"3,122","5,020",0,0,"78,899","45,660",0,0.01
305490000,"Other fish, smoked, incl.fillets, other","976,848","178,969","929,608","240,514","1,086,536","257,884","1,424,069","422,533","1,542,254","422,182","1,593,138","306,995","1,492,690","291,100","1,491,704","288,861","2,031,101","277,120","2,615,321","356,817","2,204,945","298,476","2,953,253","432,226","20,341,467","3,773,677",0.7,0.55
305592000,"Marine fish, dried, other than edible","72,158","7,401","39,191","7,149","55,199","13,829","71,639","13,526","84,417","23,273","55,772","10,398","98,828","13,451","23,236","12,934","16,436","1,350","43,437","19,224","227,407","65,173","11,161","3,689","798,881","191,397",0.03,0.03
305599000,"Fish,not marine fish,dried,oth thn","614,747","255,834","678,423","211,644","425,475","193,468","549,280","218,361","538,155","285,349","983,326","346,853","277,271","172,198","1,142,213","270,559","509,061","227,579","645,313","155,749","578,134","180,595","808,270","230,128","7,749,668","2,748,317",0.27,0.4
305630000,"Anchovies, salted but not dried/smoked &","433,918","51,265","148,252","16,432","2,274,533","266,937","836,732","126,376","486,373","89,306","462,787","90,364","253,719","26,194","335,972","78,491","405,115","98,861","478,712","52,690","723,290","67,654","762,458","73,619","7,601,861","1,038,189",0.26,0.15
305691010,"Mackerel, salted but not dried/smoked &","1,381","3,000","2,151","4,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,532","7,500",0,0
305691090,"Other marine fish, salted but not","31,527","34,450","5,845","6,170",0,0,0,0,"58,063","58,860","29,412","31,190","47,149","51,190","57,305","61,060","24,550","26,060","31,662","46,669","24,150","27,460","15,837","18,065","325,500","361,174",0.01,0.05
305699000,"Fish,not marine fish,salted,not","173,002","29,421","247,874","78,648","258,911","44,851","347,668","48,873","65,973","17,178","357,139","190,729","123,874","46,898","225,768","54,618","156,135","73,054","138,072","79,584",0,0,"163,006","29,096","2,257,422","692,950",0.08,0.1
305710000,"Shark fins, fit for human consumption","166,586","11,209","1,233",10,"483,073","51,661","204,639","8,635","252,449","15,604","271,259","19,519","102,195","6,524","472,046","61,816","879,154","29,165","1,391,193","26,622","1,270,568","19,099","1,886,117","30,619","7,380,512","280,483",0.25,0.04
305721000,"Fish maws, fit for human consumption","43,183","10,238","11,453","2,530","83,021","14,328","12,449","2,646","52,182","10,644","93,066","40,750","39,016","8,903","195,806","20,357","79,394","18,125","124,388","28,361","334,395","35,371","634,639","37,020","1,702,992","229,273",0.06,0.03
305729000,"Fish head and tails, fit for human","4,165","2,175",610,305,"5,938","1,035","12,046","3,944","16,277","4,808","28,360","13,651","6,881","2,049","42,528","5,689","32,560","8,410","58,279","4,272","97,138","13,032","172,623","9,172","477,405","68,542",0.02,0.01
305790090,"Other edible fish offal, fit for human","40,061","7,010","72,295",755,"9,728",256,"9,018","25,780","22,186","9,500","7,419","21,440",0,0,0,0,0,0,0,0,"16,361","25,270","4,156","10,200","181,224","100,211",0.01,0.01
306110000,"Rock lobsters and other sea crawfish,","150,975","18,523","238,995","21,559","332,828","74,209","219,600","45,823","457,364","54,068","433,247","90,809","33,065","3,309","208,548","29,342","490,472","54,596","226,981","29,681","426,373","91,149","123,620","25,048","3,342,068","538,116",0.12,0.08
306120000,"Lobsters, frozen, fit for human","55,138","13,522","27,475","3,404","15,508","4,629","122,554","35,155","33,637","7,550","226,692","47,720","77,512","11,707","52,793","26,855","9,930","6,100","114,723","14,896","196,170","33,827","151,642","12,968","1,083,774","218,333",0.04,0.03
306141000,"Soft shell crabs, frozen, fit for human","47,992","7,800","176,856","82,502","173,243","74,543","144,734","93,224","364,963","85,973","247,096","81,933","226,670","39,841","202,742","122,055","746,888","69,837","292,742","60,274","233,757","35,908","142,413","100,296","3,000,096","854,186",0.1,0.12
306149000,"Other crabs, frozen, fit for human","1,004,592","89,367","1,081,210","80,757","1,524,307","149,880","1,507,131","178,251","2,355,551","384,428","2,089,581","284,925","1,363,698","204,739","1,561,235","297,717","1,981,490","261,703","1,754,424","187,853","933,109","137,931","990,213","184,303","18,146,541","2,441,854",0.63,0.36
306160000,"Cold water shrimps and prawns, frozzen,","1,514,711","178,943","2,211,580","234,804","2,732,337","284,846","2,993,937","282,398","1,167,976","136,759","2,851,226","318,589","1,606,126","153,259","2,557,209","229,705","2,217,579","197,583","2,864,812","288,259","2,138,237","194,017","1,564,875","146,939","26,420,605","2,646,101",0.91,0.38
306171010,"Giant tiger prawns with head, frozen,","445,036","83,537","282,725","55,145","127,490","29,760","227,030","55,402","533,071","96,005","291,272","51,320","170,469","41,900","418,374","67,278","686,731","103,875","775,278","88,166","685,675","96,208","601,223","86,110","5,244,374","854,706",0.18,0.12
306171020,"Giant tiger prawns headless, frozen, fit","6,199,694","369,957","7,312,438","479,726","6,870,233","430,699","7,805,724","553,128","8,462,724","507,839","9,850,835","661,631","9,044,887","611,484","13,091,968","818,796","14,360,472","871,634","9,918,388","631,007","9,954,894","579,974","9,196,429","627,489","112,068,686","7,143,364",3.86,1.04
306171090,"Other giant tiger prawns, frozen, fit","13,727,197","1,316,026","13,222,032","1,461,663","13,689,327","1,402,217","12,741,644","1,365,054","11,746,912","1,202,462","11,127,426","1,174,259","7,812,329","750,484","16,657,124","1,527,130","14,060,284","1,348,861","14,025,415","1,211,315","15,357,634","1,497,406","12,831,591","1,247,348","156,998,915","15,504,225",5.41,2.25
306172010,"Whiteleg shrimps with head, frozen,","9,769",900,"102,221","10,322","90,270","9,707","65,240","7,098","48,391","5,382","57,756","5,698","21,449","5,676","54,415","11,459","2,733",301,"7,746",905,"27,867","3,113","11,724","1,379","499,581","61,940",0.02,0.01
306172020,"Whiteleg shrimps headless with tail,","23,658,378","2,774,667","19,897,230","2,235,946","22,524,640","2,659,958","24,584,638","2,855,383","31,304,151","3,645,247","39,755,284","4,782,671","17,921,457","2,181,800","27,135,274","3,092,918","20,843,854","2,342,575","23,504,532","2,585,680","20,048,846","2,147,313","24,997,584","2,732,363","296,175,868","34,036,521",10.21,4.95
